字符,笔画数,拼音,偏旁部首,频率,结构代码,拆字,结构方式,间架比例,char,index,pinyin,pronunciation_details,结构谜底,拆字谜底,谜底,字谜
抢,7,qiāng,扌,1,H2,"['手 仓', '扌 仓', '才 仓']",左右结构,左窄右宽,抢,637.0,qiāng,"{'pinyin': 'qiāng', 'explanations': [{'content': '撞;碰;触。', 'detail': [{'text': '飞抢榆枋支遁。', 'book': '《庄子·逍遥游》。注:“突也”'}, {'text': '抢,刺也。', 'book': '《汉书·扬雄传》注'}, {'text': '以头抢地。', 'book': '《战国策·魏策》'}, {'text': '抢呼欲绝。', 'book': '《聊斋志异·促织》'}], 'words': [{'word': '抢地', 'text': '碰触地面。指叩头求饶'}, {'word': '抢地呼天', 'text': '以头撞地,悲呼苍天。形容极其伤痛'}, {'word': '抢跪', 'text': '屈一膝的半跪礼。'}]}, {'content': '推,搡 。'}, {'content': '创伤,伤。', 'detail': [{'text': '足伤金距缩,头抢花冠翻。', 'book': '唐·白居易《赎鸡》诗'}]}, {'content': '冲;闯。', 'detail': [{'text': '抢出一条吊桶大小,雪花也似蛇来。', 'book': '《水浒传》'}]}]}",[左右],手仓,[左右]手仓,左手对右仓
秒,9,miǎo,禾,1,H2,['禾 少'],左右结构,左窄右宽,秒,1547.0,miǎo,"{'pinyin': 'miǎo', 'explanations': [{'content': '(形声。从禾,少声。本义:禾芒)。'}, {'content': '同本义。', 'detail': [{'text': '秒,禾芒也。', 'book': '《说文》'}, {'text': '造计秒忽。', 'book': '《汉书·叙传下》。注引刘德:“秒,禾芒也。”'}], 'words': [{'word': '秒忽', 'text': '秒是禾芒,忽是细丝,比喻微细'}, {'word': '秒末', 'text': '微小。'}]}, {'content': '末端。', 'detail': [{'text': '癸巳七月之秒,余从西俗避暑白雷登海口。', 'book': '清·薛福成文'}]}, {'content': '计量单位的名称。'}, {'content': '时间一分的1/60;特指厘米-克-秒制的时间单位。'}, {'content': '角度一分的1/60。'}, {'content': '作为测定液体粘度的一个测量单位的时间。'}]}",[左右],禾少,[左右]禾少,左肩禾担当重任，右肩少守护安宁
垒,9,lěi,土,1,B0,"['厽 土', '厶 厶 厶 土']",上下结构,上下结构,垒,1751.0,lěi,"{'pinyin': 'lěi', 'explanations': [{'content': '(形声。从土,畾(雷)声。本义:军壁,防护军营的墙壁或建筑物)。'}, {'content': '同本义。', 'detail': [{'text': '垒,军壁也。', 'book': '《说文》'}, {'text': '四郊多垒。', 'book': '《礼记·曲礼上》'}, {'text': '营军之垒舍。', 'book': '《周礼·夏官·量人》'}, {'text': '因垒而降。', 'book': '《左传·僖公十九年》'}, {'text': '摩垒而还。', 'book': '《左传·宣公十二年》'}, {'text': '于城内更筑坚垒。', 'book': '清·邵长蘅《青门剩稿》'}, {'text': '故垒西边。', 'book': '宋·苏轼《念奴娇·赤壁怀古》'}], 'words': [{'word': '垒培', 'text': '军营中的围墙等防御工事'}, {'word': '垒尉', 'text': '官名。掌理警卫营堡、缉捕盗贼的武官'}, {'word': '垒和', 'text': '军营的大门'}, {'word': '垒口', 'text': '营垒的入口'}, {'word': '垒舍', 'text': '犹营房'}, {'word': '深沟高垒;两军对垒'}]}, {'content': '把砖、石等重叠砌起来。', 'detail': [{'text': '请深垒固军。', 'book': '《左传·文公十二年》'}], 'words': [{'word': '垒城', 'text': '筑垒近大城叫垒城'}, {'word': '垒垒', 'text': '相叠重沓的样子'}, {'word': '垒断', 'text': '堵截住'}, {'word': '垒块', 'text': '积石。比喻胸中郁积的不平之气'}, {'word': '垒垒', 'text': '一堆一堆地丛列着'}, {'word': '垒堆', 'text': '堆积;拥挤。'}]}, {'content': '捆绑。', 'detail': [{'text': '甲不解壘,兵不解翳。', 'book': '《管子·小匡》'}, {'text': '氐羌之虏也。不憂其壘也。', 'book': '《荀子·大略》'}], 'same': '纍'}]}",[上下],厽土,[上下]厽土,上层厽，下层土
邮,7,yóu,阝,1,H3,"['由 邑', '由 阝']",左右结构,左宽右窄,邮,732.0,yóu,"{'pinyin': 'yóu', 'explanations': [{'content': '(会意。从邑垂。垂,边郵;邑,城邑。“邮”,从邑,由声。本义:古地名。)。'}, {'content': '同本义。', 'detail': [{'text': '邮,左冯翊高陵,从邑,由声。', 'book': '《说文》。按,邮亭,邮乡,在今陕西西安府高陵县。'}]}, {'content': '传递文书的驿站。', 'detail': [{'text': '德之流行,速于置邮而传命。', 'book': '《孟子·公孙丑上》'}, {'text': '因邮上封事。', 'book': '《汉书》'}, {'text': '缮治邮亭。', 'book': '《汉书·赵充国传》'}], 'words': [{'word': '邮吏', 'text': '驿战管邮递的小官'}, {'word': '邮馆', 'text': '设在驿站的旅店'}, {'word': '邮驿', 'text': '古时办理传送公务信件的地方。'}]}, {'content': '指传送文书的人。', 'detail': [{'text': '殷洪乔不为致书邮。', 'book': '《晋书·殷浩传》'}], 'words': [{'word': '邮人', 'text': '传递公文书信的人。'}]}, {'content': '过失,罪过。', 'detail': [{'text': '不知其邮。', 'book': '《诗·小雅·宾之初筵》'}, {'text': '邮又甚焉。', 'book': '《国语·晋语四》。韦昭注:“邮,过也。”'}, {'text': '以显朕邮。', 'book': '《汉书·成帝纪》'}], 'same': '尤', 'words': [{'word': '邮罚', 'text': '判人罪过,处罚其身。'}]}, {'content': '责怪。', 'detail': [{'text': '己无邮人。', 'book': '《荀子·成相》'}, {'text': '罪人不邮其上。', 'book': '《荀子·议兵》'}], 'same': '尤'}]}",[左右],由邑,[左右]由邑,左侧由浓烈，右侧邑淡雅
贸,9,mào,贝,1,B0,['卯 贝'],上下结构,上下结构,贸,1607.0,mào,"{'pinyin': 'mào', 'explanations': [{'content': '(形声。从贝,卯(mǎo)声。从贝,与财物有关。本义:交换财物,交易)。'}, {'content': '同本义。', 'detail': [{'text': '贸,易财也。', 'book': '《说文》'}, {'text': '贸,市也。', 'book': '《尔雅》'}, {'text': '氓之蚩蚩,抱布贸丝。', 'book': '《诗·卫风·氓》。传:“买也。”'}, {'text': '工商贸贩于道。', 'book': '《晋书·苻坚载记》'}, {'text': '愿以潭上田贸财以缓祸。', 'book': '柳宗元《永州八记》'}, {'text': '予贸得其一。', 'book': '明·刘基《卖柑者言》'}], 'words': [{'word': '以臣等贸马;贸籴', 'text': '买进粮食'}, {'word': '贸迁', 'text': '贩运买卖'}, {'word': '贸载', 'text': '指贩运货物的车子'}, {'word': '贸买', 'text': '购买'}, {'word': '贸售', 'text': '贩卖,出售'}, {'word': '贸货', 'text': '买卖货物'}, {'word': '贸贩', 'text': '贩卖。'}]}, {'content': '改变。', 'detail': [{'text': '男女贸功以长生。', 'book': '《吕氏春秋·上农》。注:“易也。”'}, {'text': '古今一揆,先后不贸,焉知来者之不如今。', 'book': '吴质《在元城与魏公子笺》'}, {'text': '夫事有贸迁,而言无变革。', 'book': '《史通·因习》'}], 'words': [{'word': '贸名', 'text': '改变名称的含义'}, {'word': '贸理', 'text': '事情的道理或规则有所改变'}, {'word': '贸换', 'text': '交换'}, {'word': '贸位', 'text': '变动位置'}, {'word': '贸功', 'text': '换工。'}]}, {'content': '蒙昧不明。轻率,冒冒失失。', 'detail': [{'text': '贸贸然来。', 'book': '《礼记·檀弓下》。注:“贸贸,目不明貌。”'}], 'words': [{'word': '贸贸然', 'text': '冒失;轻率'}, {'word': '贸贸', 'text': '形容轻率,考虑不周;眼睛看不清楚的样子'}, {'word': '贸然', 'text': '轻率的样子。'}]}, {'content': '相等。', 'detail': [{'text': '二者名贸实易,不可不察也。', 'book': '《商君书·开塞》'}], 'same': '侔'}]}",[上下],卯贝,[上下]卯贝,顶端卯，基底贝
哩,10,lǐ,口,2,H2,['口 里'],左右结构,左窄右宽,哩,1905.0,lǐ,"{'pinyin': 'lǐ', 'explanations': [{'content': ""英里的旧称。英美制长度单位，一哩等于5280英尺，合1609米。（中国大陆地区已停用此字，写作'英里'）。""}]}",[左右],口里,[左右]口里,左岸口波涛汹涌，右岸里波澜不惊
鸵,10,tuó,鸟,2,H0,['鸟 它'],左右结构,左右结构,鸵,2008.0,tuó,"{'pinyin': 'tuó', 'explanations': [{'content': '鸵鸟。'}, {'content': '鸵鸟属(Struthio)的一种善跑而不会飞的平胸鸟类,头和颈有茸毛,身上有软羽,大腿几乎赤裸,足有二趾,翼和尾有值钱的大羽,因此而为人饲养。', 'detail': [{'text': '鸵,大鸟,驼蹄,如汉元帝时,有鸟如马驹,故名驼鸟,因鸟族作“鸵”。', 'book': '《正字通》'}]}, {'content': '自欺欺人者,行径类似传说中鸵鸟般的人;可联想到驼鸟习性的人。'}]}",[左右],鸟它,[左右]鸟它,左部鸟，右部它
何,7,hè,亻,0,H2,"['人 可', '亻 可']",左右结构,左窄右宽,何,771.0,hè,"{'pinyin': 'hè', 'explanations': [{'same': '荷', 'content': '(形声。从人,可声。金文,象人负担之形。本义:负荷) 同本义', 'detail': [{'text': '何校灭耳,凶。', 'book': '《易·噬嗑》'}, {'text': '何天之衢。', 'book': '《易·大畜》'}, {'text': '殷受命咸宜,百禄是何。', 'book': '《诗·商颂·玄鸟》'}, {'text': '何天之休,不競不絿。', 'book': '《诗·商倾·长发》'}, {'text': '用此五子者何功。', 'book': '《管子·小匡》'}], 'words': [{'word': '何校', 'text': '戴枷'}, {'word': '何劳', 'text': '承受烦劳。'}]}]}",[左右],人可,[左右]人可,左岸人波涛汹涌，右岸可波澜不惊
瓣,19,bàn,瓜,1,M0,['辛 瓜 辛'],左中右结构,左中右结构,瓣,3468.0,bàn,"{'pinyin': 'bàn', 'explanations': [{'content': '(形声。从瓜,辡(biǎn)声。本义:瓜类的籽)。'}, {'content': '同本义。', 'detail': [{'text': '瓣,瓜中实也。', 'book': '《说文》'}, {'text': '瓠栖瓣。', 'book': '《尔雅》。按,今曰瓜子仁。'}, {'text': '水中有甘蔗,及梅李核瓜瓣。', 'book': '南朝宋·谢惠连《祭古冢文》'}]}, {'content': '瓜果的分瓤。', 'detail': [{'text': '朱橘香苞数瓣分。', 'book': '元稹《贬江陵途中寄乐天》'}], 'words': [{'word': '橘瓣,瓜瓣'}]}, {'content': '植物的种子、果实或球茎可以分开的片状物。', 'detail': [{'text': '面如桃瓣,目若秋波。', 'book': '《红楼梦》'}], 'words': [{'word': '豆瓣;蒜瓣'}]}, {'content': '用于花瓣、叶片或种子、果实、球茎分开的小块儿。', 'detail': [{'text': '种柳,先于土坑中置蒜一瓣,甘草一寸,永不生虫。', 'book': '《格物粗谈》'}]}]}",[左中右],辛瓜辛,[左中右]辛瓜辛,左起辛之光，中间瓜之韵，右落辛之影
剧,10,jù,刂,1,H3,"['居 刀', '居 刂']",左右结构,左宽右窄,剧,2132.0,jù,"{'pinyin': 'jù', 'explanations': [{'content': '(形声。本义:甚;厉害,严重)。'}, {'content': '同本义。', 'detail': [{'text': '剧,甚也。', 'book': '《文选》注引《说文》。朱骏声曰:“即勮字之误文。”'}, {'text': '何其剧欤。', 'book': '《剧秦美新》'}, {'text': '口吃不能剧谈。', 'book': '《汉书·扬雄传》'}, {'text': '即疾剧,留屯毋行。', 'book': '《汉书·赵充国传》'}, {'text': '不以梦剧乱知谓之静。', 'book': '《荀子·解蔽》'}]}, {'content': '繁多;繁忙。', 'detail': [{'text': '犹然而材剧志大。', 'book': '《荀子·非十二子》。注:“繁多也。”'}, {'text': '事剧而功寡。', 'book': '《商君书·算地》'}], 'words': [{'word': '剧月', 'text': '农忙之月'}, {'word': '剧繁', 'text': '繁忙的事物'}, {'word': '剧烦', 'text': '繁剧。亦指繁杂的事物'}, {'word': '剧事', 'text': '艰巨,繁杂的事务'}, {'word': '剧地', 'text': '繁杂难治之地。'}]}, {'content': '艰难。', 'detail': [{'text': '执务私事,不辞剧易。', 'book': '范晔《后汉书》'}], 'words': [{'word': '剧地', 'text': '形势险要之地'}, {'word': '剧口', 'text': '讲述烦难'}, {'word': '剧易', 'text': '艰难'}, {'word': '剧韵', 'text': '险韵。'}]}, {'content': '巨,大。', 'detail': [{'text': '材剧志大,闻见杂博。', 'book': '《荀子·十二子》'}], 'words': [{'word': '剧贼', 'text': '大盗;强贼'}, {'word': '剧寇', 'text': '剧贼'}, {'word': '剧恶', 'text': '大恶'}, {'word': '剧虏', 'text': '势力强大的敌寇。'}]}, {'content': '急促;疾速。', 'detail': [{'text': '二世而亡,何其剧与?', 'book': '扬雄《剧秦美新》'}], 'words': [{'word': '剧气', 'text': '气喘,呼吸急促'}, {'word': '剧然', 'text': '突然,猛然'}, {'word': '剧读', 'text': '疾读,流畅的朗读。'}]}, {'content': '戏耍。', 'detail': [{'text': '妾发初覆额,折花门前剧。', 'book': '李白《长干行》'}]}, {'content': '古县名 。故址在今山东省寿光县东南。'}]}",[左右],居刀,[左右]居刀,左边居，右边刀
摆,13,bǎi,扌,1,H2,"['手 罢', '扌 罢', '才 罢']",左右结构,左窄右宽,摆,2838.0,bǎi,"{'pinyin': 'bǎi', 'explanations': [{'content': '(形声。从手,罢声。本义:撇开;摆脱)。'}, {'content': '同本义。', 'detail': [{'text': '何当摆俗累,浩荡乘沧溟?', 'book': '杜甫《桥陵》'}], 'words': [{'word': '摆落', 'text': '摆脱。'}]}, {'content': '排列;放置。', 'detail': [{'text': '说话时,已摆了茶果子来。', 'book': '《红楼梦》'}], 'words': [{'word': '摆正', 'text': '摆放端正'}, {'word': '摆八卦阵;摆酒席'}]}, {'content': '挥手,左右摇动手。', 'detail': [{'text': '…把手一摆,意思是请兄弟在阶沿上坐下。', 'book': '鲁迅《故事新编》'}], 'words': [{'word': '摆手', 'text': '挥手。'}]}, {'content': '来回或上下地摇动。', 'detail': [{'text': '旋见鸡伸颈摆扑。', 'book': '《聊斋志异·促织》'}, {'text': '天坼地裂,宫殿摆簸。', 'book': '唐·李朝威《柳毅传》'}], 'words': [{'word': '摆尾巴;摆簸', 'text': '摇晃颠簸'}, {'word': '摇摆', 'text': '向相反的方向来回地移动或变动。'}]}]}",[左右],手罢,[左右]手罢,左手的手温柔细腻，右手的罢力量十足
趴,9,pā,足,1,H2,['足 八'],左右结构,左窄右宽,趴,1493.0,pā,"{'pinyin': 'pā', 'explanations': [{'content': '肚子向下卧倒', 'words': [{'word': '趴下'}, {'word': '趴虎儿', 'text': '身体向前跌倒的姿势'}, {'word': '趴窝', 'text': '母鸡趴在窝里孵小鸡'}, {'word': '趴窝', 'text': '母畜生幼畜前趴在地上不动'}, {'word': '趴窝', 'text': '身体垮了'}, {'word': '趴窝', 'text': '机器和机动车等发生故障，不能开动'}]}, {'content': '身体向前靠在东西上', 'example': '他趴在桌子上休息。'}]}",[左右],足八,[左右]足八,左侧足，右侧八
锣,13,luó,钅,1,H2,"['金 罗', '钅 罗']",左右结构,左窄右宽,锣,2939.0,luó,"{'pinyin': 'luó', 'explanations': [{'content': '带卷边的青铜圆盘 ,通常用槌子击打就发出柔和而洪亮、能传得很远的声音。', 'detail': [{'text': '鸣锣聚众。', 'book': '《广东军务记》'}]}, {'content': '又。', 'detail': [{'text': '鸣锣会集。'}, {'text': '鸣锣传递。'}]}]}",[左右],金罗,[左右]金罗,左手的金温柔细腻，右手的罗力量十足
谐,11,xié,讠,2,H2,"['言 皆', '讠 皆']",左右结构,左窄右宽,谐,2462.0,xié,"{'pinyin': 'xié', 'explanations': [{'content': '(形声。从言,皆声。本义:和谐)。'}, {'content': '同本义(强调配合得匀称)。', 'detail': [{'text': '谐,和也。', 'book': '《尔雅》'}, {'text': '克谐以孝。', 'book': '《书·尧典》'}, {'text': '掌司万民之难而谐和之。', 'book': '《周礼·调人》'}, {'text': '如乐之和,无所不谐。', 'book': '《左传·襄公十一年》'}, {'text': '如其克谐,天下可定也。', 'book': '《资治通鉴·赤壁之战》'}, {'text': '夫妻谐老。', 'book': '《初刻拍案惊奇》'}], 'words': [{'word': ' 谐当', 'text': '妥当'}, {'word': '谐和', 'text': '各组成部分之间协调地相互联系在一起的'}, {'word': '谐调', 'text': '和谐'}, {'word': '谐奏', 'text': '和协地演奏'}, {'word': '谐律', 'text': '谐合于音律。'}]}, {'content': '言语或行为有趣而引人发笑。', 'detail': [{'text': '上以朔口谐辞给,好作问之。', 'book': '《汉书·东方朔传》'}, {'text': '心亲不复异新旧,使脱巾屦相谐嬉。', 'book': '宋·王安石《和刘贡甫燕集之作》'}, {'text': '醉中共笑语,往往杂谐谚。', 'book': '明·高启《赠杨荥阳》'}], 'words': [{'word': '谐易', 'text': '诙谐平易'}, {'word': '谐辞', 'text': '戏谑之辞'}, {'word': '谐谚', 'text': '诙谐谚语'}, {'word': '谐画', 'text': '富于谐趣的话。'}]}, {'content': '办妥,办成功。', 'detail': [{'text': '恐事不谐,反遭其害。', 'book': '《三国演义》'}, {'text': '今事不谐,不过赤族,为社稷死,岂不快乎?', 'book': '《宋史》'}], 'words': [{'word': '谐当', 'text': '妥当。'}]}, {'content': '商定。', 'detail': [{'text': '当之官者,皆先至西园谐价,然后得去。', 'book': '《后汉书》'}], 'words': [{'word': '谐价', 'text': '议价成交。'}]}]}",[左右],言皆,[左右]言皆,左部言，右部皆
配,10,pèi,酉,1,H0,['酉 己'],左右结构,左右结构,配,1858.0,pèi,"{'pinyin': 'pèi', 'explanations': [{'content': '(形声。从酉,己声。按:一说不从“己”声,应是“妃”省声。本义:用不同的酒配制而成的颜色)。'}, {'content': '同本义。', 'detail': [{'text': '配,酒色也。', 'book': '《说文》。吴善述广义校订:“配即《内则》注所谓以清与糟相配也。”'}]}, {'content': '假借为“妃”。配偶,夫妻的称呼。后多指妻。', 'detail': [{'text': '遇其配主。', 'book': '《易·丰》'}, {'text': '天立厥配。', 'book': '《诗·大雅·皇矣》'}, {'text': '配稷契兮恢唐功。', 'book': '《楚辞·王逸·九思守志》'}], 'words': [{'word': '元配;继配;配匹', 'text': '配偶'}, {'word': '配耦', 'text': '配偶'}, {'word': '配头', 'text': '方言。配偶'}, {'word': '配丽', 'text': '配偶。'}]}, {'content': '结婚,婚配。', 'detail': [{'text': '安得配君子,共乘双飞鸾。', 'book': '李白《感兴》'}], 'words': [{'word': '配人', 'text': '出嫁,嫁人'}, {'word': '配嫁', 'text': '婚配出嫁。'}]}, {'content': '衬托,陪衬。', 'detail': [{'text': '独有太白配残月。', 'book': '韩愈《东方半明》'}], 'words': [{'word': '红花配绿叶;配衬', 'text': '陪衬,衬托。'}]}, {'content': '分给;配给。', 'detail': [{'text': '妒令潜配上阳宫,一生遂生空房宿。', 'book': '白居易《上阳白发人》'}], 'words': [{'word': '调配', 'text': '调动分配'}, {'word': '搭配', 'text': '按一定目的安排分配'}, {'word': '配率', 'text': '分配的比率'}, {'word': '配当', 'text': '分配,配合'}, {'word': '配钱', 'text': '折合为现钱。'}]}, {'content': '充军, 流放。', 'detail': [{'text': '配向江南卑湿地。', 'book': '白居易《缚戎人》'}], 'words': [{'word': ' 配格', 'text': '依罪情的大小、流刑的轻重定配所远近的规定'}, {'word': '配隶', 'text': '流放充军'}, {'word': '配防', 'text': '发配罪人守边'}, {'word': '配没', 'text': '把罪人的家属发配为奴隶。'}]}, {'content': '配享。 如:配神(配享神灵);配祔(配享);配祭(配享);配极(配享于宗庙);配享(古代以有功于王朝的贤人或功臣,附祭在孔庙、帝王庙或其他祠庙中;以功臣附祭于祖庙)。'}]}",[左右],酉己,[左右]酉己,左部酉，右部己
咧,9,lie,口,2,H2,['口 列'],左右结构,左窄右宽,咧,1490.0,lie,"{'pinyin': 'lie', 'explanations': [{'content': '相当于“了”、“啦”、“哩”等。', 'detail': [{'text': '老爷们叫你来为开心的,你可哭开自己咧!那不得罪人吗?快别哭咧!', 'book': '《老残游记》'}]}]}",[左右],口列,[左右]口列,左边口，右边列
沈,7,shěn,氵,1,H2,"['水 冘', '氵 冘']",左右结构,左窄右宽,沈,870.0,shěn,"{'pinyin': 'shěn', 'explanations': [{'content': '西周分封的诸侯国名。', 'detail': [{'text': '伐沈。', 'book': '《左传·文公三年》。朱骏声曰:“国在今河南汝州汝阳县东南。定(公)四年蔡灭之。”'}]}, {'content': '姬姓。一说姒姓。始封之君为周文王之子季载。在今河南平舆北。公元前506年为蔡所灭。'}, {'content': '水名。沈水  旧名小沈河,俗称五里河。在辽宁省沈阳市南。源出县东哈达岭观音阁下,流入浑河,再流至三岔河注入辽河。'}, {'content': '汁。', 'detail': [{'text': '瀋,汁也。从水,審声。', 'book': '《说文》'}, {'text': '无备而官办者,犹拾瀋也。', 'book': '《左传·哀公三年》。释文:“北土呼汁为瀋。”'}, {'text': '为榆沈。', 'book': '《礼记·檀弓》'}, {'text': '布绞取沈,以和花汁。', 'book': '《齐民要术》'}], 'words': [{'word': '沈液', 'text': '汁液。'}]}, {'content': '姓。'}]}",[左右],水冘,[左右]水冘,左水对右冘
懒,16,lǎn,忄,1,H2,"['心 赖', '忄 赖']",左右结构,左窄右宽,懒,3380.0,lǎn,"{'pinyin': 'lǎn', 'explanations': [{'content': '(形声。从心,赖声。本义:懒惰)。'}, {'content': '同本义。', 'detail': [{'text': '懒,懈也。怠也。一曰卧也。', 'book': '《说文》。字亦作懒。'}, {'text': '吾少懒学问,晚成人。', 'book': '《宋书·范晔传》'}], 'words': [{'word': '懒待', 'text': '没有精神和兴致'}, {'word': '懒怠', 'text': '懒于做某种事'}, {'word': '懒得', 'text': '不想,不情愿'}, {'word': '懒残和尚煨芋', 'text': '唐衡狱寺和尚明瓒禅师,性子懒惰,常吃别人剩食,因号懒残。李泌在寺里夜读访他时,他正在牛粪中煨芋,并送半个芋头给李,叫他小心不要多讲话,去做十年宰相。后果如其言。'}]}]}",[左右],心赖,[左右]心赖,左面心，右面赖
秸,11,jiē,禾,2,H2,['禾 吉'],左右结构,左窄右宽,秸,2312.0,jiē,"{'pinyin': 'jiē', 'explanations': [{'content': '(形声。从禾,皆声。农作物的茎杆。如:麦秸) 谷物脱粒后的茎杆 。如:秸子;秸杆;秸席(禾秆做的席子。古代祀神时所用)。'}]}",[左右],禾吉,[左右]禾吉,左禾对右吉
羽,6,yǔ,羽,1,H1,['习 习'],左右结构,左右相等,羽,585.0,yǔ,"{'pinyin': 'yǔ', 'explanations': [{'content': '(象形。甲骨文字形,象羽毛形,即鸟的长翎(líng)形。“羽”是汉字的一个部首,从“羽”的字多与羽毛有关。本义:鸟毛,特指鸟的长毛)。'}, {'content': '同本义。', 'detail': [{'text': '羽,鸟长毛也。象形。', 'book': '《说文》'}, {'text': '羽虫三百六十,而凤为之长。', 'book': '《孔子家语·执辔》'}, {'text': '教羽舞。', 'book': '《周礼·舞师》'}, {'text': '初献六羽。', 'book': '《左传·隐公五年》'}, {'text': '染羽。', 'book': '《考工记·钟氏》'}, {'text': '剑盾为羽旗,车为龙旗。', 'book': '《墨子·旗帜》'}], 'words': [{'word': '羽葆鼓吹', 'text': '仪仗乐队'}, {'word': '羽葆翠盖', 'text': '以翠羽连缀为饰的华丽车盖'}, {'word': '羽葆花旌', 'text': '仪仗旗帜'}, {'word': '羽仪廊庙', 'text': '指受到朝廷重视,其德行为满朝文武之楷模'}, {'word': '羽旆', 'text': '用羽毛装饰的旌旗'}, {'word': '羽佩', 'text': '以翠羽为饰的佩带。'}]}, {'content': '鸟类。', 'detail': [{'text': '寡人之有仲父也,犹飞鸿之有羽翼也。', 'book': '《管子·霸形》'}], 'words': [{'word': '羽族', 'text': '泛指鸟类'}, {'word': '羽物', 'text': '鸟类'}, {'word': '羽皮', 'text': '鸟兽的毛皮'}, {'word': '羽翔', 'text': '首翼色青的鸾鸟'}, {'word': '羽翮', 'text': '泛指鸟类'}, {'word': '羽类', 'text': '鸟类。'}]}, {'content': '鸟虫的翅膀。', 'detail': [{'text': '双燕戏云崖,羽翰始差池。', 'book': '南朝宋·鲍照《咏双燕》'}], 'words': [{'word': '羽肢', 'text': '肢膀'}, {'word': '羽翎', 'text': '鸟翼。'}]}, {'content': '指旌旗。', 'detail': [{'text': '翠凤翔文螭,羽节朝玉帝。', 'book': '唐·王维《金屑泉》'}], 'words': [{'word': '羽旆', 'text': '以羽毛为饰的旗帜'}, {'word': '羽旗', 'text': '翠羽装饰的旌旗。'}]}]}",[左右],习习,[左右]习习,左肩习担当重任，右肩习守护安宁
惫,12,bèi,心,2,B3,['备 心'],上下结构,上大下小,惫,2722.0,bèi,"{'pinyin': 'bèi', 'explanations': [{'content': '(形声。从心,備声。本义:疲乏,困顿)。'}, {'content': '同本义。', 'detail': [{'text': '疲极曰惫。', 'book': '《通俗文》'}, {'text': '单惫于戏笑。', 'book': '《列子·黄帝》'}, {'text': '往来惛惫,通于大神。', 'book': '《荀子赋》'}, {'text': '何先生之惫耶?', 'book': '《庄子·山水》'}, {'text': '三年克之,惫也。', 'book': '《易·既济》'}], 'words': [{'word': '疲惫', 'text': '非常疲乏'}, {'word': '惫喘', 'text': '疲惫而喘息'}, {'word': '惫劳', 'text': '疲劳。'}]}]}",[上下],备心,[上下]备心,高处备，低处心
哄,9,hǒng,口,1,H2,['口 共'],左右结构,左窄右宽,哄,1483.0,hǒng,"{'pinyin': 'hǒng', 'explanations': [{'content': '混。', 'detail': [{'text': '四人杂在社火队里,取路哄入封丘门来。', 'book': '《水浒传》'}]}]}",[左右],口共,[左右]口共,左侧口浓烈，右侧共淡雅
帽,12,mào,巾,1,H2,['巾 冒'],左右结构,左窄右宽,帽,2649.0,mào,"{'pinyin': 'mào', 'explanations': [{'content': '(形声。从巾,冒声。巾是丝织品,表示材料。字本作“月”,象帽形,又作“冒”。本义:帽子)。'}, {'content': '同本义。', 'detail': [{'text': '少年见罗敷,脱帽著帩头。', 'book': '《乐府诗集·陌上桑》'}], 'words': [{'word': '帽凭', 'text': '盈满的样子'}, {'word': '帽正', 'text': '帽子前缘正中的装饰,一般为珠或玉'}, {'word': '帽襻儿', 'text': '帽子上布制的扣纽带'}, {'word': '礼帽', 'text': '跟礼服相配的帽子'}, {'word': '帽套', 'text': '加于帽外的衣饰'}, {'word': '帽钉', 'text': '即铆钉。因其头形如帽,故名。'}]}, {'content': '形状或作用像帽子或各种保护头部的物件。', 'detail': [{'text': '投笔掷帽丁丁然,磨墨隆隆然。', 'book': '《聊斋志异·口技》:注。此指笔套。'}], 'words': [{'word': '笔帽', 'text': '套在笔头上保护笔的套儿'}, {'word': '安全帽;螺钉帽'}]}, {'content': '戴帽。', 'detail': [{'text': '见人头未帽。', 'book': '陆龟蒙《南泾渔夫》'}]}]}",[左右],巾冒,[左右]巾冒,左侧巾，右侧冒
