字符,笔画数,拼音,偏旁部首,频率,结构代码,拆字,结构方式,间架比例,char,index,pinyin,pronunciation_details,结构谜底,拆字谜底,谜底,字谜
榜,14,bàng,木,1,H2,['木 旁'],左右结构,左窄右宽,榜,3081.0,bàng,"{'pinyin': 'bàng', 'explanations': [{'content': '船桨。', 'detail': [{'text': '齐吴榜以击汰。', 'book': '《楚辞·涉江》。”'}]}, {'content': '船。', 'detail': [{'text': '榜,船也。', 'book': '《广雅》'}, {'text': '催榜渡乌江。', 'book': '李贺《歌诗篇》'}]}, {'content': '摇船,划船。', 'detail': [{'text': '榜人奏采菱之歌。', 'book': '张协《七命》'}]}]}",[左右],木旁,[左右]木旁,左侧木，右侧旁，共同构成全貌
喳,12,zhā,口,2,H2,['口 查'],左右结构,左窄右宽,喳,2619.0,zhā,"{'pinyin': 'zhā', 'explanations': [{'content': '(形声。从口,查声。本义:啁啾;震颤声)。'}, {'content': '同本义。', 'detail': [{'text': '隔窗野鹊儿喳喳地叫。', 'book': '《西厢记》'}], 'words': [{'word': '喳喳', 'text': '鸟鸣声;高叫声'}, {'word': '唧唧喳喳'}]}, {'content': '下级(或仆人)对上级(或主人)的应诺声。', 'detail': [{'text': '只见那家人连声应道:“喳!喳!”回头就去了。', 'book': '《老残游记》'}]}]}",[左右],口查,[左右]口查,左口右查，互为表里
贻,9,yí,贝,3,H2,['贝 台'],左右结构,左窄右宽,贻,1522.0,yí,"{'pinyin': 'yí', 'explanations': [{'content': '(形声。从贝,台声。从“贝”,与财富有关。本义:赠送)。'}, {'content': '同本义。', 'detail': [{'text': '贻我彤管。', 'book': '《诗·邶风·静女》'}, {'text': '美人之贻。'}, {'text': '余嘉其能行古道,作《师说》以贻之。', 'book': '唐·韩愈《师说》'}, {'text': '尝贻余核舟一,盖大苏泛赤壁云。', 'book': '明·魏学洢《核舟记》'}]}, {'content': '遗留。', 'detail': [{'text': '贻我来牟。', 'book': '《诗·周颂·思文》'}, {'text': '坐贻聋瞽。', 'book': '唐·李朝威《柳毅传》'}], 'words': [{'word': '贻累', 'text': '连累'}, {'word': '贻笑', 'text': '诒笑。被人讥笑'}, {'word': '贻谋', 'text': '留下的主意'}, {'word': '贻厥', 'text': '贻:留;厥:其'}, {'word': '贻燕', 'text': '给后世子孙留下安定的根基'}, {'word': '贻臭万年', 'text': '恶名留传后世,万世难除。'}]}, {'content': '贻贝属或有关属的海产双壳类软体动物 ,通常有一个卵形或长形贝壳,具一黑色角质层并依动物分泌的细丝状足丝附着在基层。'}]}",[左右],贝台,[左右]贝台,梦想左眼贝，现实右眼台
话,8,huà,讠,0,H2,"['言 舌', '讠 舌']",左右结构,左窄右宽,话,1296.0,huà,"{'pinyin': 'huà', 'explanations': [{'content': '(形声。从言,舌声。本义:言语)。'}, {'content': '同本义。', 'detail': [{'text': '话,合会善言也。', 'book': '《说文》'}, {'text': '著之话言。', 'book': '《左传·文公六年》'}, {'text': '不知话言。', 'book': '《左传·文公十八年》'}, {'text': '告之话言。', 'book': '《左传·襄公元年》'}, {'text': '出话不然。', 'book': '《诗·大雅·板》'}, {'text': '悦亲戚之情话。', 'book': '晋·陶渊明《归去来兮辞》'}, {'text': '心诚之话。', 'book': '唐·李朝威《柳毅传》'}], 'words': [{'word': '话言', 'text': '话语'}, {'word': '话差', 'text': '言语纠葛;争吵'}, {'word': '话白儿', 'text': '闲话'}, {'word': '话布口袋', 'text': '比喻一肚子的话。'}]}, {'content': '说;谈。', 'detail': [{'text': '话,言也。', 'book': '《尔雅·释诂》'}, {'text': '乃话民之弗率。', 'book': '《书·盘庚》'}, {'text': '把酒话桑麻。', 'book': '唐·孟浩然《过故人庄》'}], 'words': [{'word': '话夜', 'text': '夜谈'}, {'word': '话心', 'text': '谈心'}, {'word': '话家常;话雨', 'text': '朋友相聚晤谈旧事。'}]}]}",[左右],言舌,[左右]言舌,左边是言，右边是舌
诗,8,shī,讠,1,H2,"['言 寺', '讠 寺']",左右结构,左窄右宽,诗,1288.0,shī,"{'pinyin': 'shī', 'explanations': [{'content': '(形声。从言,寺声。本义:诗歌)。'}, {'content': '同本义。', 'detail': [{'text': '诗言志,歌永言。', 'book': '《书·舜典》'}, {'text': '诗,志也。', 'book': '《说文》'}, {'text': '诗所以合意,歌所以咏诗也。', 'book': '《国语·鲁语》'}, {'text': '教六师,曰风,曰赋,曰比,曰典,曰雅,曰颂。', 'book': '《周礼·大师》。毛诗序,在心为志,发言为诗。'}, {'text': '临清流而赋诗。', 'book': '晋·陶渊明《归去来兮辞》'}], 'words': [{'word': '诗筒', 'text': '装诗稿的竹筒'}, {'word': '诗瓢', 'text': '放诗稿的瓢勺'}, {'word': '诗友', 'text': '以诗词唱和的朋友'}, {'word': '诗虎', 'text': '作成诗句的灯谜'}, {'word': '诗流', 'text': '诗的流别系统'}, {'word': '诗案', 'text': '因诗获罪的案件'}, {'word': '诗眼', 'text': '诗句中最为工巧传神的一个字'}, {'word': '诗债', 'text': '指向他人乞诗或索和未及酬答'}, {'word': '诗传', 'text': '诗集'}, {'word': '诗狱', 'text': '因诗篇的内容为言官所检举而引发的文字狱。'}]}, {'content': '指《诗经》。在古语中凡称“诗曰”、“诗云”都是指《诗经》。', 'detail': [{'text': '诗三百,一言以蔽之,曰:思无邪。', 'book': '《论语·为政》'}, {'text': '诗云:“他人有心,予忖度之。', 'book': '《孟子·梁惠王上》'}, {'text': '坐大厦之下而诵《诗》《书》,无奔走之劳矣。', 'book': '明·宋濂《送东阳马生序》'}], 'words': [{'word': '诗什', 'text': '《诗经》以十篇为一单位,编为一卷,因乃名为一什'}, {'word': '诗序', 'text': '《诗经》的序'}, {'word': '诗教', 'text': '《诗经》的教化功能'}, {'word': '诗传', 'text': '《诗经》的注解。'}]}, {'content': '诵诗;作诗;赋诗歌颂。', 'detail': [{'text': '能造者其必诗,敢往者无不赋。', 'book': '杨衒之《洛阳伽蓝记》'}], 'words': [{'word': '诗功', 'text': '作诗的功力'}, {'word': '诗酒', 'text': '做诗与饮酒'}, {'word': '诗道', 'text': '作诗的规律、主张和方法'}, {'word': '诗牌', 'text': '用以题诗的木板'}, {'word': '诗怀', 'text': '做诗怀念。'}]}]}",[左右],言寺,[左右]言寺,左边是言，右边是寺
的,8,de,白,0,H1,['白 勺'],左右结构,左右相等,的,1155.0,de,"{'pinyin': 'de', 'explanations': [{'content': '用在两个数量词中间。'}, {'content': ',后面带补语。', 'detail': [{'text': '那知进了园门,园子里已结坐的满满的了。', 'book': '《老残游记》'}], 'same': '得'}, {'content': '(de)。用在状语后,表示状语和中心词之间的修饰关系。', 'same': '地'}]}",[左右],白勺,[左右]白勺,左白右勺，互为表里
倍,10,bèi,亻,1,H2,"['人 咅', '亻 咅', '人 立 口', '亻 立 口']",左右结构,左窄右宽,倍,1967.0,bèi,"{'pinyin': 'bèi', 'explanations': [{'content': '(形声。从人,(tǒu)声。本义:通“背”。反;背向)。'}, {'content': '同本义。', 'detail': [{'text': '倍,反也。', 'book': '《说文》'}, {'text': '倍正南方。', 'book': '《周髀算经下》'}, {'text': '兵法右倍山陵,前左水泽。', 'book': '《史记·淮阴侯传》'}]}, {'same': '背', 'content': '背弃;背叛', 'detail': [{'text': '无倍畔之心。', 'book': '《汉书·贾谊传》'}, {'text': '教而不称师谓之倍。', 'book': '《荀子·大略》'}, {'text': '而民不倍。', 'book': '《礼记·大学》'}, {'text': '愿伯具言臣之不敢倍德也。', 'book': '《史记·项羽本纪》'}], 'words': [{'word': '倍畔', 'text': '同背叛'}, {'word': '倍上', 'text': '背叛尊上。'}]}, {'content': '违反;违背。', 'detail': [{'text': '倍本弃事而安怠傲。', 'book': '《墨子·非儒》'}, {'text': '倍其公法,损其正心,专听大臣者,危主也。', 'book': '《管子·任法》'}, {'text': '倍道而妄行,则天不能使之吉。', 'book': '《荀子·天论》'}], 'same': '背', 'words': [{'word': '倍言', 'text': '违背信约'}, {'word': '倍时', 'text': '违时,错过时机'}, {'word': '倍情', 'text': '违背情实。'}]}, {'content': '加倍,照原数等加。', 'detail': [{'text': '为近利市三倍。', 'book': '《易·说卦》'}, {'text': '乘上之急,所卖必倍。', 'book': '晁错《论贵粟疏》'}], 'words': [{'word': '倍日', 'text': '一天时间当两天用'}, {'word': '倍半', 'text': '超出一倍和仅有其半。谓一多一少,差距甚大'}, {'word': '倍多', 'text': '成倍增加。'}]}, {'content': '背诵。', 'detail': [{'text': '郑注:“倍文曰讽”。', 'book': '《周礼·大司乐》'}, {'text': '读书倍文,功力兼人。', 'book': '韩信《韩滂墓志铭》'}], 'same': '背', 'words': [{'word': '倍文', 'text': '背诵书文'}, {'word': '倍讽', 'text': '背诵'}, {'word': '倍读', 'text': '背诵。'}]}, {'content': '倍数。', 'detail': [{'text': '尝以十倍之地,百万之师,叩关而攻秦。', 'book': '汉·贾谊《过秦论》'}], 'words': [{'word': '五倍;三的五倍是十五;倍百', 'text': '百倍'}, {'word': '倍差', 'text': '一倍半。'}]}]}",[左右],人咅,[左右]人咅,左翼人展飞之姿；右翼咅平稳之态
怨,9,yuàn,心,1,B3,"['夗 心', '夕 卩 心', '夕 㔾 心']",上下结构,上大下小,怨,1608.0,yuàn,"{'pinyin': 'yuàn', 'explanations': [{'content': '(形声。从心,夗(yuàn)声。本义:怨恨;仇恨)。'}, {'content': '同本义。', 'detail': [{'text': '怨,恚也。', 'book': '《说文》'}, {'text': '曰怨乎。', 'book': '《论语》。皇疏:“恨也。”'}, {'text': '施行得理,谓之德。反德为怨。', 'book': '《贾子道术》'}, {'text': '不怨人取之。', 'book': '《淮南子·说山》'}, {'text': '天子甚怨。', 'book': '《汉书·李广苏建传》'}, {'text': '人怨恶其君。', 'book': '清·黄宗羲《原君》'}, {'text': '怨颇兴。', 'book': '清·张廷玉《明史》'}, {'text': '怨愤所积。', 'book': '孙文《序》'}], 'words': [{'word': '怨怅', 'text': '怨畅。怨恨'}, {'word': '怨谤', 'text': '怨恨诽谤'}, {'word': '怨恶', 'text': '怨恨憎恶'}, {'word': '怨艾', 'text': '悔恨自己的错误'}, {'word': '怨詈', 'text': '怨恨并咒骂'}, {'word': '恩怨', 'text': '恩惠和仇恨'}, {'word': '宿怨', 'text': '旧有的怨恨'}, {'word': '怨痛', 'text': '怨恨哀痛。'}]}, {'content': '责怪;埋怨。', 'detail': [{'text': '羌笛何须怨杨柳。', 'book': '唐·王之涣《凉州词》'}, {'text': '天下怨谤。', 'book': '宋·王安石《答司马谏议书》'}]}, {'content': '又。', 'detail': [{'text': '胥怨者民也。'}, {'text': '盘庚不为怨者故'}], 'words': [{'word': '抱怨', 'text': '埋怨'}, {'word': '怨咎', 'text': '埋怨责备'}, {'word': '怨思', 'text': '抱怨迂居,怀念故土'}, {'word': '怨责', 'text': '埋怨责怪。'}]}, {'content': '讥讽。', 'detail': [{'text': '诗可以兴,可以观,可以群,可以怨。', 'book': '《论语》'}], 'words': [{'word': '怨刺', 'text': '讽刺'}, {'word': '怨讥', 'text': '讥讽。'}]}, {'content': '哀怨。', 'detail': [{'text': '乐不乐者,其民必怨,其生必伤。', 'book': '《吕氏春秋》。高诱注:“怨,悲。”'}, {'text': '痛灵根之夙陨,怨具尔之多丧。', 'book': '晋·陆机《叹逝赋》'}], 'words': [{'word': '怨切', 'text': '悲切'}, {'word': '怨咽', 'text': '哀伤呜咽'}, {'word': '怨秋', 'text': '悲秋'}, {'word': '怨切', 'text': '悲切'}, {'word': '怨笛', 'text': '哀怨幽咽的笛声'}, {'word': '怨情', 'text': '悲怨的情怀'}, {'word': '怨调', 'text': '哀怨的曲调'}, {'word': '怨惜', 'text': '悲怨惋惜。'}]}, {'content': '仇恨,怨仇。', 'detail': [{'text': '此百世之怨。', 'book': '《史记·平原君虞卿列传》'}, {'text': '是积怨畜祸也。', 'book': '《史记·商君列书》'}, {'text': '举公义,辟私怨。', 'book': '《墨子·尚贤》'}]}, {'content': '怨家。', 'detail': [{'text': '外举不辟怨。', 'book': '《礼记·儒行》'}]}]}",[上下],夗心,[上下]夗心,上方夗如峰巅之望，下处心似谷底之思
伯,7,bó,亻,1,H2,"['人 白', '亻 白']",左右结构,左窄右宽,伯,778.0,bó,"{'pinyin': 'bó', 'explanations': [{'content': '(形声。从人,白声。本义:排行第一的,老大)。'}, {'content': '同本义。', 'detail': [{'text': '伯,长也。', 'book': '《说文》'}, {'text': '问我诸姑,遂及伯姊。', 'book': '《诗·邶风 ·泉水》'}, {'text': '侯主侯伯,侯亚侯旅。', 'book': '《诗·周颂·载芟》'}, {'text': '曰伯某甫仲叔季,唯其所当。', 'book': '《仪礼·士冠礼》'}, {'text': '五官之长曰伯。', 'book': '《礼记·曲礼下》'}, {'text': '千里之外访方伯。', 'book': '《礼记·王制》'}, {'text': '忆作儿童随伯氏,南来今只一身存。', 'book': '韩愈《过始兴江口感怀》'}], 'words': [{'word': '伯氏', 'text': '长兄,哥哥'}, {'word': '伯兄', 'text': '长兄'}, {'word': '伯氏', 'text': '长兄'}, {'word': '伯歌季舞', 'text': '比喻兄弟情感和好融洽'}, {'word': '伯姊', 'text': '大姐。'}]}, {'content': '伯父。父亲的哥哥。', 'detail': [{'text': '汝伯何由发如漆。', 'book': '杜甫《醉歌行》'}], 'words': [{'word': '伯舅', 'text': '对母亲的哥哥的称呼;古时帝王对异姓诸侯的称呼'}, {'word': '伯叔', 'text': '伯父叔父'}, {'word': '伯娘', 'text': '伯父的妻子'}, {'word': '伯翁', 'text': '父亲的伯父;丈夫的伯父'}, {'word': '伯姑', 'text': '大姑母。'}]}, {'content': '对年龄较长的男子的尊称。', 'detail': [{'text': '将伯助予。', 'book': '《诗·小雅·正月》'}]}, {'content': '女子对丈夫的尊称。', 'detail': [{'text': '自伯之东,首如飞蓬。', 'book': '《诗·卫风 ·伯兮》'}]}, {'content': '古代统领一方的长官。', 'detail': [{'text': '分天下以为左右,曰二伯。', 'book': '《礼记·王制》'}], 'words': [{'word': '伯叔', 'text': '周王朝对同姓诸侯的称呼'}, {'word': '伯长', 'text': '古代对地方官的泛称。'}]}, {'content': '古代五等爵位的第三等。', 'detail': [{'text': '秦伯素服郊次。', 'book': '《左传·僖公三十三年》'}], 'words': [{'word': '伯甸', 'text': '以伯爵而居甸服。'}]}, {'same': '霸', 'content': '王覇', 'detail': [{'text': '彭祖得之,上及有虞,下及五伯。', 'book': '《庄子·大宗师》'}, {'text': '一朝而伯。', 'book': '《荀子·儒效》'}, {'text': '桓公五伯之上也。', 'book': '《韩非子·难四》'}, {'text': '伯者莫高于齐桓。', 'book': '《汉书·高帝纪下》'}, {'text': '衰则五伯扶其弱。', 'book': '《汉书·诸侯王表》'}, {'text': '壤长地进,至乎伯王。', 'book': '《汉书·严安传》'}], 'words': [{'word': '伯余', 'text': '黄帝的臣子。古代传说最初制造衣裳的人'}, {'word': '伯道', 'text': '霸道'}, {'word': '伯王', 'text': '霸王。'}]}, {'content': '姓。'}]}",[左右],人白,[左右]人白,左边是人，右边是白
绿,11,lǜ,纟,1,H2,"['丝 录', '纟 录']",左右结构,左窄右宽,绿,2498.0,lǜ,"{'pinyin': 'lǜ', 'explanations': [{'content': '(形声。从糸(mì),表示与线丝有关,录声。本义:青中带黄的颜色)。', 'words': [{'word': '水绿', 'text': '浅绿色'}, {'word': '碧绿', 'text': '青绿色'}, {'word': '绿耳', 'text': '骏马名。为“周穆王”八骏之一。因其毛为绿色,故名'}, {'word': '绿竹', 'text': '绿色的竹子'}, {'word': '绿沈', 'text': '浓绿色,深绿色。凡弓、枪衣甲及其它器物饰以绿漆或为绿色的都可加上绿沈二字'}, {'word': '绿波', 'text': '碧波,澄绿的水波'}, {'word': '绿衫', 'text': '“唐”时低层官吏所穿的绿色衣衫。'}]}, {'content': '颜色昏暗,乌黑色。', 'detail': [{'text': '绿云扰扰。', 'book': '唐·杜牧《阿房宫赋》'}], 'words': [{'word': '绿鬓', 'text': '乌黑而光亮的鬓发。引申为青春年少的容颜'}, {'word': '绿媛', 'text': '有乌黑头发的美女'}, {'word': '绿云', 'text': '女子乌黑光亮的秀发。'}]}, {'content': '呈现绿色。', 'detail': [{'text': '春风又绿江南岸,明月何时照我还?', 'book': '宋·王安石《泊船瓜洲》'}], 'words': [{'word': '绿化', 'text': '种植花、草、树木,使周围一片碧绿,在城市可以使环境优美卫生,在山区可防止水土流失'}, {'word': '绿浮', 'text': '指绿茶泡出的液汁'}, {'word': '绿油', 'text': '用油彩饰为绿色'}, {'word': '绿意', 'text': '指春天草木葱翠的气象'}, {'word': '绿威威', 'text': '形容呈现一片绿色。'}]}]}",[左右],丝录,[左右]丝录,左丝右录，互为表里
袱,11,fú,衤,2,H2,"['衣 伏', '衤 伏']",左右结构,左窄右宽,袱,2463.0,fú,"{'pinyin': 'fú', 'explanations': [{'content': '妇女的包头巾。', 'detail': [{'text': '首取帛为袱,体用衾自裹。', 'book': '元·方回文'}]}]}",[左右],衣伏,[左右]衣伏,左翼衣展飞之姿；右翼伏平稳之态
挽,10,wǎn,扌,1,H2,"['手 免', '扌 免', '才 免']",左右结构,左窄右宽,挽,1807.0,wǎn,"{'pinyin': 'wǎn', 'explanations': [{'content': '(形声。从手,免声。古字从“车”,免声。本义:牵引;拉)。'}, {'content': '同本义。', 'detail': [{'text': '挽,引也。', 'book': '《小尔雅·广诂》'}, {'text': '輓,引之也。', 'book': '《说文》'}, {'text': '輓,輓车也。', 'book': '《广韵》'}, {'text': '或輓之,或推之。', 'book': '《左传·襄公十四年》。注:“前牵曰輓。”'}, {'text': '娄敬脱輓辂。', 'book': '《史记·刘敬传》'}, {'text': '转粟輓输以为之备。', 'book': '《汉书·韩安国传》'}, {'text': '挽炮车者。', 'book': '清·薛福成《观巴黎油画记》'}], 'words': [{'word': '挽郎', 'text': '出葬时,牵绋唱挽歌的少年'}, {'word': '挽强', 'text': '拉强弓'}, {'word': '挽满', 'text': '拉满弓'}, {'word': '挽车', 'text': '拉车'}, {'word': '挽住', 'text': '憋住'}, {'word': '挽手儿', 'text': '缰绳'}, {'word': '挽歌郎', 'text': '出殡时替丧家在灵前唱挽歌的人'}, {'word': '挽强为弱', 'text': '使强变弱。'}]}, {'content': '悼念死者。', 'detail': [{'text': '现今胡三公子替湖州鲁老先生征挽诗,送了十几个斗方在我那里。', 'book': '《儒林外史》'}], 'words': [{'word': '挽章', 'text': '挽词。哀悼死者的词章'}, {'word': '挽诗', 'text': '哀悼死者的诗'}, {'word': '挽歌', 'text': '哀悼死者的丧歌'}, {'word': '挽联', 'text': '哀悼死者的对联'}, {'word': '挽辞', 'text': '哀悼死者的言辞。'}]}, {'content': '扭转;挽回。', 'detail': [{'text': '火攻破敌,挽强为弱。', 'book': '《三侠五义》'}], 'words': [{'word': '挽狂澜', 'text': '扭转局面或风气'}, {'word': '挽正', 'text': '纠正'}, {'word': '挽转', 'text': '挽回'}, {'word': '挽通', 'text': '勾结;买通。'}]}, {'content': '请,托。', 'detail': [{'text': '怎奈蔡攸处挽心腹催促公人起身。', 'book': '《水浒全传》'}]}, {'same': '晚', 'content': '后,迟', 'detail': [{'text': '必用此为务,輓近世塗民耳目,则几无行矣。', 'book': '《史记·货殖列传》'}], 'words': [{'word': '挽近', 'text': '近世,近代。同晚近。'}]}]}",[左右],手免,[左右]手免,门的左扇，手装饰之美；门的右扇，免简约之雅
舍,8,shě,舌,1,B0,['人 舌'],上下结构,上下结构,舍,1165.0,shě,"{'pinyin': 'shě', 'explanations': [{'content': '放在一边;丢开。', 'detail': [{'text': '捨,释也。从手,舍声。', 'book': '《说文》'}, {'text': '捨,置也。', 'book': '《广雅》'}, {'text': '舍车而徒。', 'book': '《易·贲》'}], 'words': [{'word': '舍手', 'text': '放开手;放下手'}, {'word': '舍置', 'text': '丢开'}, {'word': '舍脸', 'text': '沉下脸。'}]}, {'content': '放弃;舍弃。', 'detail': [{'text': '万物捨此而求生。', 'book': '《老子》注经传多以舍为之'}, {'text': '不如舍。', 'book': '《易·屯》'}, {'text': '舍命不渝。', 'book': '《诗·郑风·羔裘》'}, {'text': '子在川上曰:逝者如斯夫,不舍昼夜。', 'book': '《论语·子罕》'}, {'text': '求则得之,舍者失之。', 'book': '《孟子·告子上》'}, {'text': '管仲之取舍,非周公旦未可知也。', 'book': '《韩非子·难二》'}, {'text': '而操舍鞍马,仗舟楫,与吴越争衡。', 'book': '《资治通鉴》'}, {'text': '舍鱼而取熊掌者也。', 'book': '《孟子·告子上》'}], 'words': [{'word': '舍己成人', 'text': '牺牲自己利益,成全别人'}, {'word': '舍却', 'text': '抛开'}, {'word': '舍实求虚', 'text': '放弃实在的东西,而去追求虚无缥缈的所在'}, {'word': '舍拼', 'text': '舍弃;不顾一切干'}, {'word': '舍筏', 'text': '舍弃渡人的船筏'}, {'word': '舍业', 'text': '放弃学业;舍弃产业'}, {'word': '舍己芸人', 'text': '舍弃自己的田地,去耕耘别人的田地。比喻荒废自己本分内的工作而替他人做事。'}]}, {'content': '废止、停止。', 'detail': [{'text': '耕者少舍。', 'book': '《礼记·月令》。注:“止也。”'}, {'text': '舍我穑事。', 'book': '《书·汤誓》。释文:“废也。”'}, {'text': '舍药物可也。', 'book': '《左传·昭公九年》。服注:“止也。”'}, {'text': '驽马十驾,功在不舍。', 'book': '《荀子·劝学》'}], 'words': [{'word': '舍业', 'text': '停止学习。'}]}, {'content': '布施,施舍。', 'detail': [{'text': '我听见人说,就是中相公时,也不是你的文章,还是宗师看见你老,不过意,舍与你的。', 'book': '《儒林外史》'}], 'words': [{'word': '舍个数', 'text': '在神佛面前许个愿'}, {'word': '舍贫', 'text': '接济穷人'}, {'word': '舍宅', 'text': '施舍住宅作寺院'}, {'word': '舍施', 'text': '施舍。'}]}, {'content': '免罪或免罚;释放。', 'detail': [{'text': '忧忘其身,内忘其亲,上忘其君,是刑法之所不舍也,圣王之所不畜也。', 'book': '《荀子·荣辱》'}, {'text': '王贤其母,说其义,即舍田子罪。', 'book': '《韩诗外传·卷九》'}, {'text': '夫人请之,吾舍之也。', 'book': '《左传·僖公三十三年》'}], 'same': '赦', 'words': [{'word': '舍禁', 'text': '解除封山泽的禁令'}, {'word': '舍纵', 'text': '宽赦,放纵'}, {'word': '舍眼', 'text': '睁眼;抬眼。'}]}, {'content': '发,发射。', 'detail': [{'text': '不失其驰,舍矢如破。', 'book': '《诗·小雅·车攻》'}], 'words': [{'word': '舍拔', 'text': '发箭'}, {'word': '舍放', 'text': '发射,放射。'}]}]}",[上下],人舌,[上下]人舌,上方人如峰巅之望，下处舌似谷底之思
穗,17,suì,禾,1,H2,['禾 惠'],左右结构,左窄右宽,穗,3415.0,suì,"{'pinyin': 'suì', 'explanations': [{'content': '(会意。从禾,惠声。稻麦等禾本科植物的花或果实聚生在茎上顶端部分。亦泛指穗状花实)。'}, {'content': '同本义。', 'detail': [{'text': '赪茎素毳,并柯共穗之瑞。', 'book': '《曲水诗序》。注;“共穗,嘉禾了。”'}, {'text': '彼黍离离,彼稷之穗。', 'book': '《诗·王风·黍离》'}, {'text': '彼有滞穗。', 'book': '《诗·小雅·甫田》'}], 'words': [{'word': '穗肥', 'text': '禾谷作物幼穗分化期施用的追肥,可使幼穗有充足养分,穗大粒多,增加产量'}, {'word': '麦穗'}]}, {'content': '烛花或灯花。', 'detail': [{'text': '时复见残灯,和烟坠金穗。', 'book': '韩偓《懒卸头》'}]}, {'content': '中国广州市的别称 。古代传说中有五仙人乘五色羊执六穗至此,故称其为“穗”。'}]}",[左右],禾惠,[左右]禾惠,左岸禾繁华，右岸惠静谧
预,10,yù,页,1,H0,['予 页'],左右结构,左右结构,预,2148.0,yù,"{'pinyin': 'yù', 'explanations': [{'content': '(形声。从页(xié), 予声。本义:安乐。经典通用“豫”字)。'}, {'content': '同本义。', 'detail': [{'text': '仙亭日登眺,虎丘时游预。', 'book': '唐·白居易《和微之诗》'}]}, {'same': '豫', 'content': '预先,事先。事先有准备', 'detail': [{'text': '预备走舸。(豫备轻快的小船。豫,同“预”,预先。舸,船;走舸,快船,偏正式词组。)', 'book': '宋·司马光《资治通鉴》'}], 'words': [{'word': '预虑', 'text': '事先考虑'}, {'word': '预筮', 'text': '预卜吉凶'}, {'word': '预借元宵', 'text': '预先点放灯'}, {'word': '预日', 'text': '提前一天'}, {'word': '预图', 'text': '预先考虑'}, {'word': '预置', 'text': '事前陈设。'}]}, {'same': '与', 'content': '参与', 'detail': [{'text': '凡事相及为预。', 'book': '《珠丛》'}, {'text': '且灌夫何预也?', 'book': '《汉书·灌夫传》。师古曰:“预读曰豫。预,干也。”'}, {'text': '次日设朝,董太后降旨,封皇子协为陈留王,董重为骠骑将军,张让等共预朝政。', 'book': '《三国演义》'}], 'words': [{'word': '预席', 'text': '参加宴会'}, {'word': '预选', 'text': '参与考试选拔'}, {'word': '预会', 'text': '参加集会'}, {'word': '预宴', 'text': '赴宴。'}]}]}",[左右],予页,[左右]予页,左予右页，互为表里
蟹,19,xiè,虫,2,B0,['解 虫'],上下结构,上下结构,蟹,3464.0,xiè,"{'pinyin': 'xiè', 'explanations': [{'content': '螃蟹。', 'detail': [{'text': '蠏,有二敖、八足、旁行、非蛇鲹之穴无所庇。', 'book': '《说文》'}, {'text': '离为蟹,外刚而内柔也。', 'book': '《易·说卦》'}, {'text': '蟹六跪而二螯。', 'book': '《荀子·劝学》'}, {'text': '蟹白栗黄。', 'book': '《聊斋志异·促织》'}]}]}",[上下],解虫,[上下]解虫,云上是解的舞，地下是虫的步
尘,6,chén,小,1,B0,['小 土'],上下结构,上下结构,尘,414.0,chén,"{'pinyin': 'chén', 'explanations': [{'content': '(会意。《说文》从三“鹿”,从“土”,表示鹿群行扬起尘土的意思。楷书简去重迭的部分,只保留一个“鹿”。现行简化字“尘”,也是一个从“小”从“土”的会意字。本义:尘土)。'}, {'content': '同本义。', 'detail': [{'text': '湫隘嚣尘。', 'book': '《左传·昭公三年》。注:“土也。”'}, {'text': '尘埃也。', 'book': '《庄子·逍遥游》'}, {'text': '而游于尘垢之外。', 'book': '《庄子·齐物论》'}, {'text': '朱尘筵些。', 'book': '《楚辞·招魂》'}, {'text': '满面尘灰烟火色。', 'book': '唐·白居易《卖炭翁》'}, {'text': '渭城朝雨浥轻尘。', 'book': '唐·王维《送元二使安西》'}], 'words': [{'word': '浮尘;降尘;灰尘', 'text': '尘土'}, {'word': '一尘不染;尘封', 'text': '盖满灰尘'}, {'word': '尘涓', 'text': '尘埃与一滴水。比喻细微'}, {'word': '尘芥', 'text': '尘土与草芥。比喻无价值的东西'}, {'word': '尘沙', 'text': '因风飞扬的灰沙。'}]}, {'content': '喻庸俗肮脏或指庸俗肮脏的事物。', 'detail': [{'text': '春不得避风尘。', 'book': '晁错《论贵粟疏》'}, {'text': '惊尘蔽天。', 'book': '马中锡《中山狼传》'}], 'words': [{'word': '尘陋', 'text': '凡俗浅陋。'}]}, {'content': '重量单位。十埃为“尘”。'}, {'content': '蒙上灰尘,弄脏。', 'detail': [{'text': '无将大车,祗自尘兮。', 'book': '《诗·小雅·无将大车》'}]}, {'content': '姓。'}]}",[上下],小土,[上下]小土,河的源头有小的波涛，彼岸有土的静谧
